trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.7, 'e': 0.999}",20,0,-135.67885865102662,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
2,False,"{'a': 0.7, 'e': 0.998001}",20,0,-120.61390974374957,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
3,False,"{'a': 0.7, 'e': 0.997002999}",20,0,-109.44282892045305,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
4,False,"{'a': 0.7, 'e': 0.996005996001}",25,0,-238.0993580988791,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 5}",0
5,False,"{'a': 0.7, 'e': 0.995009990004999}",20,10,-9.209218878220998,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
6,False,"{'a': 0.7, 'e': 0.994014980014994}",25,0,-107.54108174572062,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
7,False,"{'a': 0.7, 'e': 0.993020965034979}",20,0,-90.15019285559265,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
8,False,"{'a': 0.7, 'e': 0.992027944069944}",30,19,-43.73723059717487,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
9,False,"{'a': 0.7, 'e': 0.991035916125874}",20,0,-108.42810408173838,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
10,False,"{'a': 0.7, 'e': 0.9900448802097482}",25,0,-78.22302454547376,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
11,False,"{'a': 0.7, 'e': 0.9890548353295384}",20,0,-64.613117863046,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
12,False,"{'a': 0.7, 'e': 0.9880657804942089}",30,0,-176.1386109815508,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
13,False,"{'a': 0.7, 'e': 0.9870777147137147}",20,0,-58.44911990733204,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
14,False,"{'a': 0.7, 'e': 0.986090636999001}",30,0,-141.59562218919336,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
15,False,"{'a': 0.7, 'e': 0.985104546362002}",20,0,-173.5737192950954,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
16,False,"{'a': 0.7, 'e': 0.9841194418156399}",30,0,-244.2938835270403,"{0: 18, 1: 3, 2: 2, 3: 3, 4: 4}",0
17,False,"{'a': 0.7, 'e': 0.9831353223738244}",25,0,-191.14575089459598,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
18,False,"{'a': 0.7, 'e': 0.9821521870514505}",25,0,-170.5353671860301,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
19,False,"{'a': 0.7, 'e': 0.981170034864399}",20,0,-122.61518478281103,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
20,False,"{'a': 0.7, 'e': 0.9801888648295347}",20,0,-166.2945213897672,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
21,False,"{'a': 0.7, 'e': 0.9792086759647052}",20,0,-29.57716282798434,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
22,False,"{'a': 0.7, 'e': 0.9782294672887404}",25,0,-147.27981284352708,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
23,False,"{'a': 0.7, 'e': 0.9772512378214517}",25,0,-192.74701433757292,"{0: 13, 1: 0, 2: 9, 3: 0, 4: 3}",0
24,False,"{'a': 0.7, 'e': 0.9762739865836302}",20,0,-80.5037027994696,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
25,False,"{'a': 0.7, 'e': 0.9752977125970466}",25,0,-182.205690333123,"{0: 17, 1: 0, 2: 2, 3: 3, 4: 3}",0
26,False,"{'a': 0.7, 'e': 0.9743224148844496}",20,0,-15.798109383700819,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
27,False,"{'a': 0.7, 'e': 0.9733480924695651}",35,0,-152.39501566815886,"{0: 23, 1: 3, 2: 6, 3: 1, 4: 2}",0
28,False,"{'a': 0.7, 'e': 0.9723747443770956}",20,0,-73.70753403402438,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
29,False,"{'a': 0.7, 'e': 0.9714023696327184}",20,0,-49.86406321498169,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
30,False,"{'a': 0.7, 'e': 0.9704309672630858}",30,0,-113.66127606205161,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
31,False,"{'a': 0.7, 'e': 0.9694605362958226}",20,0,-130.04387967344678,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
32,False,"{'a': 0.7, 'e': 0.9684910757595269}",20,0,-165.128006818322,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
33,False,"{'a': 0.7, 'e': 0.9675225846837673}",30,0,-242.4320047138956,"{0: 14, 1: 1, 2: 11, 3: 1, 4: 3}",0
34,False,"{'a': 0.7, 'e': 0.9665550620990835}",20,0,-79.54585039352528,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
35,False,"{'a': 0.7, 'e': 0.9655885070369844}",20,0,-132.44410429166433,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
36,False,"{'a': 0.7, 'e': 0.9646229185299474}",20,0,-93.54939149318766,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
37,False,"{'a': 0.7, 'e': 0.9636582956114175}",20,0,-51.03808235698493,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
38,False,"{'a': 0.7, 'e': 0.9626946373158061}",20,0,-113.59860345726312,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
39,False,"{'a': 0.7, 'e': 0.9617319426784903}",25,0,-98.34534275613288,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
40,False,"{'a': 0.7, 'e': 0.9607702107358118}",20,8,-27.56928197562176,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
41,False,"{'a': 0.7, 'e': 0.959809440525076}",30,8,-148.57130692764164,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 3}",1
42,False,"{'a': 0.7, 'e': 0.9588496310845509}",20,0,-171.44351935967583,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
43,False,"{'a': 0.7, 'e': 0.9578907814534663}",20,0,-68.33038293902914,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
44,False,"{'a': 0.7, 'e': 0.9569328906720128}",30,4,-75.83133172536473,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 1}",1
45,False,"{'a': 0.7, 'e': 0.9559759577813408}",30,0,-184.31190352381805,"{0: 17, 1: 1, 2: 8, 3: 2, 4: 2}",0
46,False,"{'a': 0.7, 'e': 0.9550199818235595}",30,0,-144.82656433842948,"{0: 20, 1: 0, 2: 8, 3: 0, 4: 2}",0
47,False,"{'a': 0.7, 'e': 0.954064961841736}",30,0,-125.87948165475227,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
48,False,"{'a': 0.7, 'e': 0.9531108968798943}",20,0,-100.78818688466271,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
49,False,"{'a': 0.7, 'e': 0.9521577859830144}",25,0,-9.808860736429942,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
50,False,"{'a': 0.7, 'e': 0.9512056281970314}",25,0,-113.72794480474991,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
51,False,"{'a': 0.7, 'e': 0.9502544225688343}",20,0,-175.87698007005594,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
52,False,"{'a': 0.7, 'e': 0.9493041681462654}",25,0,-176.91463154573518,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
53,False,"{'a': 0.7, 'e': 0.9483548639781192}",20,0,-76.13277975013766,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
54,False,"{'a': 0.7, 'e': 0.947406509114141}",20,0,-72.38802795072313,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
55,False,"{'a': 0.7, 'e': 0.9464591026050269}",20,0,-97.27872029946262,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
56,False,"{'a': 0.7, 'e': 0.9455126435024219}",20,0,-60.55985321467845,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
57,False,"{'a': 0.7, 'e': 0.9445671308589194}",35,0,-179.47861507977942,"{0: 25, 1: 2, 2: 4, 3: 0, 4: 4}",0
58,False,"{'a': 0.7, 'e': 0.9436225637280605}",25,0,-145.47131856239244,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
59,False,"{'a': 0.7, 'e': 0.9426789411643325}",20,0,-84.66828232450808,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
60,False,"{'a': 0.7, 'e': 0.9417362622231682}",25,13,-50.34361332878264,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
61,False,"{'a': 0.7, 'e': 0.9407945259609449}",25,0,-108.26226904042886,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
62,False,"{'a': 0.7, 'e': 0.9398537314349841}",25,0,-49.835196391505356,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
63,False,"{'a': 0.7, 'e': 0.9389138777035491}",25,0,-129.1485968584607,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
64,False,"{'a': 0.7, 'e': 0.9379749638258456}",20,0,-33.31313092447074,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
65,False,"{'a': 0.7, 'e': 0.9370369888620197}",20,0,-77.5372751719909,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
66,False,"{'a': 0.7, 'e': 0.9360999518731576}",30,0,-201.69473833632813,"{0: 20, 1: 0, 2: 6, 3: 0, 4: 4}",0
67,False,"{'a': 0.7, 'e': 0.9351638519212845}",20,5,-65.53888970657853,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 1}",1
68,False,"{'a': 0.7, 'e': 0.9342286880693632}",30,0,-101.52335389097982,"{0: 24, 1: 1, 2: 1, 3: 2, 4: 2}",0
69,False,"{'a': 0.7, 'e': 0.9332944593812939}",20,0,-56.346032334901174,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
70,False,"{'a': 0.7, 'e': 0.9323611649219126}",30,0,-195.07040009595184,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
71,False,"{'a': 0.7, 'e': 0.9314288037569907}",20,0,-114.29952722532792,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",1
72,False,"{'a': 0.7, 'e': 0.9304973749532336}",30,0,-137.54488488591522,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
73,False,"{'a': 0.7, 'e': 0.9295668775782804}",20,13,-0.8243125552964741,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.7, 'e': 0.9286373107007021}",35,0,-135.9705708743488,"{0: 21, 1: 1, 2: 11, 3: 2, 4: 0}",0
75,False,"{'a': 0.7, 'e': 0.9277086733900014}",25,0,-130.8535085165765,"{0: 12, 1: 3, 2: 7, 3: 3, 4: 0}",0
76,False,"{'a': 0.7, 'e': 0.9267809647166114}",20,0,-54.44224512599082,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
77,False,"{'a': 0.7, 'e': 0.9258541837518948}",25,0,-186.49035388864215,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
78,False,"{'a': 0.7, 'e': 0.9249283295681429}",30,0,-206.93512036756647,"{0: 15, 1: 3, 2: 9, 3: 0, 4: 3}",0
79,False,"{'a': 0.7, 'e': 0.9240034012385747}",20,0,-123.40481334866841,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
80,False,"{'a': 0.7, 'e': 0.9230793978373362}",25,0,-126.84310220434666,"{0: 12, 1: 6, 2: 5, 3: 1, 4: 1}",0
81,False,"{'a': 0.7, 'e': 0.9221563184394989}",30,0,-193.4508245840126,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 4}",0
82,False,"{'a': 0.7, 'e': 0.9212341621210594}",25,0,-100.49882087362802,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
83,False,"{'a': 0.7, 'e': 0.9203129279589383}",30,0,-179.51648075268943,"{0: 17, 1: 2, 2: 7, 3: 2, 4: 2}",0
84,False,"{'a': 0.7, 'e': 0.9193926150309794}",30,0,-231.22193134899126,"{0: 14, 1: 2, 2: 10, 3: 1, 4: 3}",0
85,False,"{'a': 0.7, 'e': 0.9184732224159483}",35,0,-254.32873340141566,"{0: 21, 1: 2, 2: 5, 3: 3, 4: 4}",0
86,False,"{'a': 0.7, 'e': 0.9175547491935324}",20,0,-72.04611410662652,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
87,False,"{'a': 0.7, 'e': 0.9166371944443389}",20,0,-78.30339482286958,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
88,False,"{'a': 0.7, 'e': 0.9157205572498945}",25,0,-141.54030797220545,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
89,False,"{'a': 0.7, 'e': 0.9148048366926447}",25,0,-136.31048969081505,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
90,False,"{'a': 0.7, 'e': 0.913890031855952}",20,0,-80.33261511241119,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
91,False,"{'a': 0.7, 'e': 0.912976141824096}",20,11,-62.63293899407142,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1
92,False,"{'a': 0.7, 'e': 0.912063165682272}",25,0,-79.05706760995886,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
93,False,"{'a': 0.7, 'e': 0.9111511025165897}",25,0,-153.27233871288163,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 1}",0
94,False,"{'a': 0.7, 'e': 0.9102399514140731}",20,0,-93.35610550095008,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
95,False,"{'a': 0.7, 'e': 0.9093297114626591}",20,0,-119.08342819268545,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
96,False,"{'a': 0.7, 'e': 0.9084203817511963}",20,0,-35.71597709050997,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
97,False,"{'a': 0.7, 'e': 0.9075119613694451}",20,5,-13.110668487913241,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
98,False,"{'a': 0.7, 'e': 0.9066044494080757}",25,0,-131.26627973037725,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
99,False,"{'a': 0.7, 'e': 0.9056978449586677}",20,0,-155.1884679901594,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
100,False,"{'a': 0.7, 'e': 0.9047921471137089}",20,0,-109.44547434592603,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
101,False,"{'a': 0.7, 'e': 0.9038873549665952}",20,0,-151.10990462629897,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
102,False,"{'a': 0.7, 'e': 0.9029834676116286}",25,0,-191.56502639171214,"{0: 10, 1: 4, 2: 8, 3: 1, 4: 2}",0
103,False,"{'a': 0.7, 'e': 0.902080484144017}",30,0,-132.01394454712212,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
104,False,"{'a': 0.7, 'e': 0.901178403659873}",20,0,-194.32853090057975,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
105,False,"{'a': 0.7, 'e': 0.9002772252562131}",25,0,-213.39879691728498,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 4}",0
106,False,"{'a': 0.7, 'e': 0.8993769480309569}",35,0,-66.38624828756224,"{0: 26, 1: 2, 2: 5, 3: 2, 4: 0}",0
107,False,"{'a': 0.7, 'e': 0.8984775710829259}",20,0,-35.96937362330339,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
108,False,"{'a': 0.7, 'e': 0.8975790935118431}",25,0,-128.3017718559047,"{0: 11, 1: 8, 2: 4, 3: 1, 4: 1}",0
109,False,"{'a': 0.7, 'e': 0.8966815144183312}",25,0,-32.6088203519311,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
110,False,"{'a': 0.7, 'e': 0.8957848329039129}",30,0,-260.2313664625412,"{0: 15, 1: 3, 2: 6, 3: 2, 4: 4}",0
111,False,"{'a': 0.7, 'e': 0.894889048071009}",25,0,-145.62945590523591,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
112,False,"{'a': 0.7, 'e': 0.8939941590229379}",25,0,-245.67101131782994,"{0: 14, 1: 1, 2: 2, 3: 4, 4: 4}",0
113,False,"{'a': 0.7, 'e': 0.893100164863915}",20,0,-59.56090972519717,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
114,False,"{'a': 0.7, 'e': 0.8922070646990511}",30,0,-140.41421191996318,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
115,False,"{'a': 0.7, 'e': 0.891314857634352}",20,0,-124.8161641820204,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
116,False,"{'a': 0.7, 'e': 0.8904235427767176}",30,0,-106.42514475168076,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",0
117,False,"{'a': 0.7, 'e': 0.889533119233941}",30,10,-185.1524955149857,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",1
118,False,"{'a': 0.7, 'e': 0.8886435861147071}",30,0,-86.7854028426513,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
119,False,"{'a': 0.7, 'e': 0.8877549425285923}",25,0,-112.00015058502504,"{0: 17, 1: 1, 2: 3, 3: 3, 4: 1}",0
120,False,"{'a': 0.7, 'e': 0.8868671875860638}",30,0,-206.28709816477706,"{0: 18, 1: 1, 2: 4, 3: 5, 4: 2}",0
121,False,"{'a': 0.7, 'e': 0.8859803203984776}",20,0,-61.15508242161522,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
122,False,"{'a': 0.7, 'e': 0.8850943400780792}",30,0,-169.0622767202644,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
123,False,"{'a': 0.7, 'e': 0.8842092457380011}",20,0,-25.197075662570597,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
124,False,"{'a': 0.7, 'e': 0.8833250364922631}",25,0,-100.25801721801777,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
125,False,"{'a': 0.7, 'e': 0.8824417114557709}",25,8,-106.53641455968943,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 2}",1
126,False,"{'a': 0.7, 'e': 0.8815592697443151}",25,0,-155.69351057719453,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
127,False,"{'a': 0.7, 'e': 0.8806777104745708}",20,0,-167.17379558708097,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
128,False,"{'a': 0.7, 'e': 0.8797970327640962}",20,0,-23.90610545955896,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
129,False,"{'a': 0.7, 'e': 0.8789172357313321}",25,0,-203.25840693985475,"{0: 14, 1: 2, 2: 3, 3: 3, 4: 3}",0
130,False,"{'a': 0.7, 'e': 0.8780383184956008}",25,0,-199.18868409558243,"{0: 11, 1: 2, 2: 7, 3: 3, 4: 2}",0
131,False,"{'a': 0.7, 'e': 0.8771602801771051}",20,10,-80.68821668408093,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 2}",1
132,False,"{'a': 0.7, 'e': 0.876283119896928}",25,11,-123.81759731904313,"{0: 7, 1: 2, 2: 2, 3: 1, 4: 2}",1
133,False,"{'a': 0.7, 'e': 0.8754068367770311}",20,3,-61.170877851106454,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 0}",1
134,False,"{'a': 0.7, 'e': 0.8745314299402541}",25,0,-86.27314570355188,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
135,False,"{'a': 0.7, 'e': 0.8736568985103138}",25,0,-84.6344023753101,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
136,False,"{'a': 0.7, 'e': 0.8727832416118035}",25,0,-193.7710686898525,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 4}",0
137,False,"{'a': 0.7, 'e': 0.8719104583701917}",20,0,-106.25847706622201,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
138,False,"{'a': 0.7, 'e': 0.8710385479118216}",25,0,-160.91813927760765,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
139,False,"{'a': 0.7, 'e': 0.8701675093639096}",25,1,-53.62357837558396,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 0}",1
140,False,"{'a': 0.7, 'e': 0.8692973418545458}",25,0,-109.34075929274859,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",1
141,False,"{'a': 0.7, 'e': 0.8684280445126912}",35,21,-28.343696724165046,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
142,False,"{'a': 0.7, 'e': 0.8675596164681786}",30,0,-143.31058566961957,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
143,False,"{'a': 0.7, 'e': 0.8666920568517104}",25,0,-173.3487463564287,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
144,False,"{'a': 0.7, 'e': 0.8658253647948586}",20,0,-27.719108721066934,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
145,False,"{'a': 0.7, 'e': 0.8649595394300638}",20,2,-65.57116721564445,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
146,False,"{'a': 0.7, 'e': 0.8640945798906338}",20,0,-128.79281572980517,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
147,False,"{'a': 0.7, 'e': 0.8632304853107431}",35,0,-143.4943566158145,"{0: 24, 1: 2, 2: 6, 3: 1, 4: 2}",0
148,False,"{'a': 0.7, 'e': 0.8623672548254323}",25,0,-100.41325712193317,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
149,False,"{'a': 0.7, 'e': 0.861504887570607}",30,0,-158.12504582793258,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
150,False,"{'a': 0.7, 'e': 0.8606433826830363}",25,0,-78.09984639188805,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 0}",0
151,False,"{'a': 0.7, 'e': 0.8597827393003532}",25,0,-25.29374082214003,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
152,False,"{'a': 0.7, 'e': 0.8589229565610529}",25,0,-83.37456165314363,"{0: 14, 1: 6, 2: 3, 3: 2, 4: 0}",0
153,False,"{'a': 0.7, 'e': 0.8580640336044919}",20,0,-100.52834721353408,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
154,False,"{'a': 0.7, 'e': 0.8572059695708873}",20,6,-60.05968522911971,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
155,False,"{'a': 0.7, 'e': 0.8563487636013165}",25,0,-88.34432546051879,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
156,False,"{'a': 0.7, 'e': 0.8554924148377152}",25,0,-74.43241887328428,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
157,False,"{'a': 0.7, 'e': 0.8546369224228775}",20,0,-183.5521984777185,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
158,False,"{'a': 0.7, 'e': 0.8537822855004545}",20,0,-134.14298240621773,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
159,False,"{'a': 0.7, 'e': 0.8529285032149541}",20,0,-162.80068980908314,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 3}",0
160,False,"{'a': 0.7, 'e': 0.8520755747117391}",20,0,-99.58424339645484,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
161,False,"{'a': 0.7, 'e': 0.8512234991370274}",20,0,-191.41309735542,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
162,False,"{'a': 0.7, 'e': 0.8503722756378904}",20,0,-80.49671965558548,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
163,False,"{'a': 0.7, 'e': 0.8495219033622525}",25,6,-35.01557026565453,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
164,False,"{'a': 0.7, 'e': 0.8486723814588902}",25,0,-79.45998308175464,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
165,False,"{'a': 0.7, 'e': 0.8478237090774313}",20,0,-100.5114577323759,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
166,False,"{'a': 0.7, 'e': 0.8469758853683539}",25,0,-102.30362519301387,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 0}",0
167,False,"{'a': 0.7, 'e': 0.8461289094829856}",20,0,-79.90750799643234,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
168,False,"{'a': 0.7, 'e': 0.8452827805735026}",20,0,-129.88806833740603,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
169,False,"{'a': 0.7, 'e': 0.8444374977929291}",20,0,-60.46513945725007,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
170,False,"{'a': 0.7, 'e': 0.8435930602951361}",25,0,-42.37123199230541,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
171,False,"{'a': 0.7, 'e': 0.842749467234841}",25,0,-53.835247210974046,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
172,False,"{'a': 0.7, 'e': 0.8419067177676062}",20,4,-65.35898799694348,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
173,False,"{'a': 0.7, 'e': 0.8410648110498385}",20,12,-11.365114075248542,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.7, 'e': 0.8402237462387887}",20,14,-12.769485137649962,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
175,False,"{'a': 0.7, 'e': 0.83938352249255}",20,0,-49.15266460118598,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
176,False,"{'a': 0.7, 'e': 0.8385441389700574}",25,20,8.332313267156012,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.7, 'e': 0.8377055948310873}",25,0,-80.75006481553048,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
178,False,"{'a': 0.7, 'e': 0.8368678892362562}",20,10,-23.420812779069163,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
179,False,"{'a': 0.7, 'e': 0.83603102134702}",20,0,-32.82545710113744,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
180,False,"{'a': 0.7, 'e': 0.8351949903256729}",30,0,-125.99795393876843,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
181,False,"{'a': 0.7, 'e': 0.8343597953353473}",20,2,-156.4699445128567,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 3}",1
182,False,"{'a': 0.7, 'e': 0.8335254355400119}",25,0,-168.29231009860482,"{0: 11, 1: 6, 2: 5, 3: 1, 4: 2}",0
183,False,"{'a': 0.7, 'e': 0.832691910104472}",20,0,-86.06849180286213,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",1
184,False,"{'a': 0.7, 'e': 0.8318592181943675}",35,0,-163.425932147296,"{0: 20, 1: 3, 2: 9, 3: 2, 4: 1}",0
