trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3913,False,"{'a': 0.7, 'e': 0.01994139004862231}",20,10,17.265358785807408,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3914,False,"{'a': 0.7, 'e': 0.01992144865857369}",20,3,31.28999457271385,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3915,False,"{'a': 0.7, 'e': 0.019901527209915115}",25,19,11.637123362344552,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3916,False,"{'a': 0.7, 'e': 0.0198816256827052}",20,14,10.14845928051717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3917,False,"{'a': 0.7, 'e': 0.019861744057022495}",25,3,32.09835529972844,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3918,False,"{'a': 0.7, 'e': 0.01984188231296547}",35,19,7.4435349336374035,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
3919,False,"{'a': 0.7, 'e': 0.019822040430652506}",25,15,11.970754614844546,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
3920,False,"{'a': 0.7, 'e': 0.019802218390221855}",25,8,20.807226079613347,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3921,False,"{'a': 0.7, 'e': 0.019782416171831633}",25,8,30.203582313174078,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3922,False,"{'a': 0.7, 'e': 0.0197626337556598}",20,10,19.423139082834076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3923,False,"{'a': 0.7, 'e': 0.01974287112190414}",25,18,16.674088429016564,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3924,False,"{'a': 0.7, 'e': 0.019723128250782238}",20,10,20.126382641910453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3925,False,"{'a': 0.7, 'e': 0.019703405122531454}",20,11,15.480448789880795,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3926,False,"{'a': 0.7, 'e': 0.019683701717408922}",20,8,21.773725863633544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3927,False,"{'a': 0.7, 'e': 0.019664018015691516}",20,0,28.811059584177055,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3928,False,"{'a': 0.7, 'e': 0.019644353997675824}",20,12,15.514077500130375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3929,False,"{'a': 0.7, 'e': 0.019624709643678146}",20,10,20.53273213990163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3930,False,"{'a': 0.7, 'e': 0.01960508493403447}",25,14,10.635886443229976,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
3931,False,"{'a': 0.7, 'e': 0.019585479849100435}",25,14,8.68464828247621,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
3932,False,"{'a': 0.7, 'e': 0.019565894369251335}",20,9,-22.21047157042276,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
3933,False,"{'a': 0.7, 'e': 0.019546328474882083}",30,19,23.15871397063222,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3934,False,"{'a': 0.7, 'e': 0.019526782146407202}",25,16,16.58314184876326,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3935,False,"{'a': 0.7, 'e': 0.019507255364260793}",25,15,21.90587452844524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3936,False,"{'a': 0.7, 'e': 0.019487748108896533}",25,15,16.994962725675048,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3937,False,"{'a': 0.7, 'e': 0.019468260360787637}",20,8,20.67098091909203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3938,False,"{'a': 0.7, 'e': 0.019448792100426847}",20,3,29.16267668592639,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3939,False,"{'a': 0.7, 'e': 0.01942934330832642}",25,5,33.52177244576903,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3940,False,"{'a': 0.7, 'e': 0.019409913965018094}",20,10,16.1150632439385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3941,False,"{'a': 0.7, 'e': 0.019390504051053078}",20,0,17.740232932858838,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3942,False,"{'a': 0.7, 'e': 0.019371113547002022}",30,20,19.235026573565186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3943,False,"{'a': 0.7, 'e': 0.01935174243345502}",25,18,15.345104529566665,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3944,False,"{'a': 0.7, 'e': 0.019332390691021568}",20,10,21.282418293676006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3945,False,"{'a': 0.7, 'e': 0.019313058300330546}",30,13,26.81684640708014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3946,False,"{'a': 0.7, 'e': 0.019293745242030213}",20,8,12.01280131153464,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3947,False,"{'a': 0.7, 'e': 0.019274451496788185}",30,22,18.100973917133445,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3948,False,"{'a': 0.7, 'e': 0.019255177045291397}",20,11,18.58007139346619,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3949,False,"{'a': 0.7, 'e': 0.019235921868246103}",30,17,24.005483887888758,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3950,False,"{'a': 0.7, 'e': 0.01921668594637786}",30,12,35.27846905437806,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3951,False,"{'a': 0.7, 'e': 0.01919746926043148}",20,13,10.766834848412785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3952,False,"{'a': 0.7, 'e': 0.01917827179117105}",20,10,17.648482547312568,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3953,False,"{'a': 0.7, 'e': 0.019159093519379878}",20,5,26.65263280343679,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3954,False,"{'a': 0.7, 'e': 0.019139934425860497}",25,3,40.882396866331895,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3955,False,"{'a': 0.7, 'e': 0.019120794491434636}",30,13,32.216400998457715,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3956,False,"{'a': 0.7, 'e': 0.019101673696943204}",25,15,19.277173381202914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3957,False,"{'a': 0.7, 'e': 0.019082572023246258}",20,1,29.177995651601393,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3958,False,"{'a': 0.7, 'e': 0.019063489451223013}",30,16,23.489216825615326,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3959,False,"{'a': 0.7, 'e': 0.01904442596177179}",25,16,15.105985328191608,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3960,False,"{'a': 0.7, 'e': 0.01902538153581002}",20,12,16.35605984686411,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3961,False,"{'a': 0.7, 'e': 0.01900635615427421}",20,16,7.999277779783151,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3962,False,"{'a': 0.7, 'e': 0.018987349798119935}",20,5,29.95425728497407,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3963,False,"{'a': 0.7, 'e': 0.018968362448321813}",25,20,9.813338913294599,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3964,False,"{'a': 0.7, 'e': 0.018949394085873494}",25,5,34.669183419176036,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3965,False,"{'a': 0.7, 'e': 0.018930444691787618}",25,17,14.761693474549125,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3966,False,"{'a': 0.7, 'e': 0.01891151424709583}",25,12,23.548162318919747,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3967,False,"{'a': 0.7, 'e': 0.018892602732848734}",30,15,27.340851438710782,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3968,False,"{'a': 0.7, 'e': 0.018873710130115885}",20,5,28.12437698948098,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3969,False,"{'a': 0.7, 'e': 0.01885483641998577}",35,21,28.561458408448786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3970,False,"{'a': 0.7, 'e': 0.018835981583565784}",30,8,41.7315780332356,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3971,False,"{'a': 0.7, 'e': 0.018817145601982218}",25,14,19.564275889085607,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3972,False,"{'a': 0.7, 'e': 0.018798328456380235}",20,0,32.36728156768308,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3973,False,"{'a': 0.7, 'e': 0.018779530127923858}",25,9,32.16424509264407,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3974,False,"{'a': 0.7, 'e': 0.018760750597795934}",30,16,14.61320772553146,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3975,False,"{'a': 0.7, 'e': 0.01874198984719814}",30,14,30.366302978665964,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3976,False,"{'a': 0.7, 'e': 0.01872324785735094}",25,20,12.18855392144399,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3977,False,"{'a': 0.7, 'e': 0.018704524609493588}",20,10,20.155742748310107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3978,False,"{'a': 0.7, 'e': 0.018685820084884095}",20,12,19.308984459593468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3979,False,"{'a': 0.7, 'e': 0.01866713426479921}",20,11,16.03683538365935,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3980,False,"{'a': 0.7, 'e': 0.01864846713053441}",25,11,25.577675965256304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3981,False,"{'a': 0.7, 'e': 0.018629818663403876}",20,12,15.619169868633486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3982,False,"{'a': 0.7, 'e': 0.018611188844740473}",20,11,19.791690355217362,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3983,False,"{'a': 0.7, 'e': 0.018592577655895733}",25,11,27.094197536199037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3984,False,"{'a': 0.7, 'e': 0.018573985078239836}",20,11,17.85126411593786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3985,False,"{'a': 0.7, 'e': 0.018555411093161597}",25,12,25.695593383770944,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3986,False,"{'a': 0.7, 'e': 0.018536855682068434}",20,14,13.658484406424027,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3987,False,"{'a': 0.7, 'e': 0.018518318826386364}",35,20,30.857741059990378,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3988,False,"{'a': 0.7, 'e': 0.01849980050755998}",20,3,30.37653880466263,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3989,False,"{'a': 0.7, 'e': 0.01848130070705242}",20,7,22.82695772631191,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3990,False,"{'a': 0.7, 'e': 0.01846281940634537}",20,6,25.572911082753052,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3991,False,"{'a': 0.7, 'e': 0.018444356586939024}",20,12,16.235767676818114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3992,False,"{'a': 0.7, 'e': 0.018425912230352084}",30,17,22.635883699785808,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3993,False,"{'a': 0.7, 'e': 0.01840748631812173}",30,19,17.636800785497464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3994,False,"{'a': 0.7, 'e': 0.01838907883180361}",20,8,21.285868095962282,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3995,False,"{'a': 0.7, 'e': 0.018370689752971806}",25,12,25.871625502440537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3996,False,"{'a': 0.7, 'e': 0.018352319063218835}",20,11,14.194743825432719,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3997,False,"{'a': 0.7, 'e': 0.018333966744155616}",35,15,36.731949861596796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3998,False,"{'a': 0.7, 'e': 0.01831563277741146}",25,15,17.967200338900227,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3999,False,"{'a': 0.7, 'e': 0.018297317144634048}",20,12,15.011438603325143,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4000,False,"{'a': 0.7, 'e': 0.018279019827489414}",35,18,34.64442970879864,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4001,False,"{'a': 0.7, 'e': 0.018260740807661924}",25,14,22.063151916371538,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4002,False,"{'a': 0.7, 'e': 0.018242480066854264}",20,0,34.05232619481251,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4003,False,"{'a': 0.7, 'e': 0.018224237586787408}",30,20,20.248119071463012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4004,False,"{'a': 0.7, 'e': 0.01820601334920062}",35,18,33.37795247149318,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4005,False,"{'a': 0.7, 'e': 0.01818780733585142}",20,15,7.93363320954563,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4006,False,"{'a': 0.7, 'e': 0.01816961952851557}",20,15,10.838187577859767,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4007,False,"{'a': 0.7, 'e': 0.018151449908987052}",35,17,37.79527478785757,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4008,False,"{'a': 0.7, 'e': 0.018133298459078066}",35,25,16.977157784521015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4009,False,"{'a': 0.7, 'e': 0.01811516516061899}",25,17,17.639541969266357,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4010,False,"{'a': 0.7, 'e': 0.01809704999545837}",20,6,23.705065687641117,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4011,False,"{'a': 0.7, 'e': 0.01807895294546291}",30,15,31.37936701369427,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4012,False,"{'a': 0.7, 'e': 0.01806087399251745}",25,19,11.032602062995892,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4013,False,"{'a': 0.7, 'e': 0.01804281311852493}",30,13,29.292441134005212,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4014,False,"{'a': 0.7, 'e': 0.018024770305406404}",20,6,27.53205881301534,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4015,False,"{'a': 0.7, 'e': 0.018006745535101}",25,0,27.322062245837213,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
4016,False,"{'a': 0.7, 'e': 0.0179887387895659}",25,13,18.87973720583947,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4017,False,"{'a': 0.7, 'e': 0.01797075005077633}",25,8,27.600204033139942,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4018,False,"{'a': 0.7, 'e': 0.017952779300725554}",25,12,25.20142633065313,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4019,False,"{'a': 0.7, 'e': 0.01793482652142483}",20,11,14.77276116330352,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4020,False,"{'a': 0.7, 'e': 0.017916891694903406}",25,9,28.525239362422763,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4021,False,"{'a': 0.7, 'e': 0.0178989748032085}",25,15,18.705017948004187,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4022,False,"{'a': 0.7, 'e': 0.017881075828405292}",20,10,21.570324850127502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4023,False,"{'a': 0.7, 'e': 0.01786319475257689}",30,17,22.428861995995018,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4024,False,"{'a': 0.7, 'e': 0.01784533155782431}",25,11,-16.677251791845947,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
4025,False,"{'a': 0.7, 'e': 0.017827486226266485}",25,9,29.000851862779193,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4026,False,"{'a': 0.7, 'e': 0.01780965874004022}",20,3,6.537921499991139,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
4027,False,"{'a': 0.7, 'e': 0.01779184908130018}",25,13,26.287326279363953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4028,False,"{'a': 0.7, 'e': 0.01777405723221888}",25,9,28.820244859459855,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4029,False,"{'a': 0.7, 'e': 0.017756283174986662}",20,6,23.26725027643786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4030,False,"{'a': 0.7, 'e': 0.017738526891811674}",20,4,28.79024156051289,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4031,False,"{'a': 0.7, 'e': 0.017720788364919863}",20,10,18.40956117396062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4032,False,"{'a': 0.7, 'e': 0.017703067576554942}",25,15,21.026951120690526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4033,False,"{'a': 0.7, 'e': 0.017685364508978386}",30,18,20.87181706251361,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4034,False,"{'a': 0.7, 'e': 0.01766767914446941}",20,10,21.65300069381982,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4035,False,"{'a': 0.7, 'e': 0.01765001146532494}",25,0,43.030322394910115,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4036,False,"{'a': 0.7, 'e': 0.017632361453859616}",20,11,14.996628507479727,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4037,False,"{'a': 0.7, 'e': 0.017614729092405756}",20,0,28.226952681668788,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4038,False,"{'a': 0.7, 'e': 0.01759711436331335}",20,0,31.265836712448547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4039,False,"{'a': 0.7, 'e': 0.017579517248950037}",20,12,14.940717832721857,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4040,False,"{'a': 0.7, 'e': 0.017561937731701085}",20,12,14.537889254294491,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4041,False,"{'a': 0.7, 'e': 0.017544375793969384}",25,0,30.356710066834715,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
4042,False,"{'a': 0.7, 'e': 0.017526831418175414}",30,16,25.44309575084283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4043,False,"{'a': 0.7, 'e': 0.01750930458675724}",35,25,20.784387834275098,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4044,False,"{'a': 0.7, 'e': 0.017491795282170482}",25,8,27.453147616108684,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4045,False,"{'a': 0.7, 'e': 0.01747430348688831}",20,3,29.671338752015654,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4046,False,"{'a': 0.7, 'e': 0.017456829183401423}",20,5,25.509825361318292,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4047,False,"{'a': 0.7, 'e': 0.01743937235421802}",25,8,31.25248695173335,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4048,False,"{'a': 0.7, 'e': 0.017421932981863803}",20,8,22.11081833461392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4049,False,"{'a': 0.7, 'e': 0.01740451104888194}",35,12,40.18568917428882,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
4050,False,"{'a': 0.7, 'e': 0.01738710653783306}",20,3,31.49630208743929,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4051,False,"{'a': 0.7, 'e': 0.017369719431295224}",25,11,27.256999319549855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4052,False,"{'a': 0.7, 'e': 0.017352349711863932}",25,8,28.872649302764927,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4053,False,"{'a': 0.7, 'e': 0.017334997362152067}",20,12,14.412182984237159,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4054,False,"{'a': 0.7, 'e': 0.017317662364789915}",25,17,13.845900696757578,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4055,False,"{'a': 0.7, 'e': 0.017300344702425124}",25,17,16.205242366300045,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4056,False,"{'a': 0.7, 'e': 0.0172830443577227}",25,15,19.809787383450853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4057,False,"{'a': 0.7, 'e': 0.017265761313364977}",25,15,19.26245242340371,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4058,False,"{'a': 0.7, 'e': 0.017248495552051612}",25,12,26.491973131599508,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4059,False,"{'a': 0.7, 'e': 0.01723124705649956}",20,10,19.09198319642274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4060,False,"{'a': 0.7, 'e': 0.01721401580944306}",25,11,22.807646280293337,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4061,False,"{'a': 0.7, 'e': 0.01719680179363362}",20,11,14.740215774198404,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4062,False,"{'a': 0.7, 'e': 0.017179604991839983}",30,15,28.749090160137964,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4063,False,"{'a': 0.7, 'e': 0.017162425386848142}",20,16,8.402384570971456,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4064,False,"{'a': 0.7, 'e': 0.017145262961461294}",30,21,13.108333149977264,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4065,False,"{'a': 0.7, 'e': 0.017128117698499833}",20,0,26.53910083952931,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4066,False,"{'a': 0.7, 'e': 0.017110989580801334}",25,17,-7.338307447367674,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
4067,False,"{'a': 0.7, 'e': 0.017093878591220534}",20,8,21.182088715674116,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4068,False,"{'a': 0.7, 'e': 0.01707678471262931}",20,16,8.408751058807054,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4069,False,"{'a': 0.7, 'e': 0.01705970792791668}",30,19,20.84935838634639,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4070,False,"{'a': 0.7, 'e': 0.017042648219988767}",25,13,24.627059591403047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4071,False,"{'a': 0.7, 'e': 0.017025605571768777}",25,12,25.45818403316239,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4072,False,"{'a': 0.7, 'e': 0.017008579966197007}",30,15,27.284892245199003,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4073,False,"{'a': 0.7, 'e': 0.01699157138623081}",30,8,40.754941908882344,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4074,False,"{'a': 0.7, 'e': 0.01697457981484458}",20,11,18.749915341946124,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4075,False,"{'a': 0.7, 'e': 0.016957605235029736}",20,10,21.26523728902025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4076,False,"{'a': 0.7, 'e': 0.016940647629794706}",35,20,27.81986896469343,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4077,False,"{'a': 0.7, 'e': 0.016923706982164912}",20,8,17.504475952327653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4078,False,"{'a': 0.7, 'e': 0.016906783275182746}",20,14,10.793971066394379,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4079,False,"{'a': 0.7, 'e': 0.016889876491907565}",25,15,22.349158578827783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4080,False,"{'a': 0.7, 'e': 0.016872986615415655}",20,14,13.471726163403682,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4081,False,"{'a': 0.7, 'e': 0.01685611362880024}",25,16,14.175243878413323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4082,False,"{'a': 0.7, 'e': 0.01683925751517144}",25,12,23.739911662748046,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4083,False,"{'a': 0.7, 'e': 0.01682241825765627}",30,13,30.515278804865027,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4084,False,"{'a': 0.7, 'e': 0.016805595839398613}",30,12,36.539228508102894,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4085,False,"{'a': 0.7, 'e': 0.016788790243559216}",20,7,24.965019147255198,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4086,False,"{'a': 0.7, 'e': 0.016772001453315654}",25,11,27.767957114711333,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4087,False,"{'a': 0.7, 'e': 0.01675522945186234}",25,7,22.51330140294584,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
4088,False,"{'a': 0.7, 'e': 0.01673847422241048}",25,18,15.38461876315742,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4089,False,"{'a': 0.7, 'e': 0.016721735748188065}",30,16,28.039729828190794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4090,False,"{'a': 0.7, 'e': 0.01670501401243988}",25,16,16.807933566146524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4091,False,"{'a': 0.7, 'e': 0.01668830899842744}",20,4,25.80902428103475,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4092,False,"{'a': 0.7, 'e': 0.016671620689429012}",20,8,23.10257833470124,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4093,False,"{'a': 0.7, 'e': 0.016654949068739582}",20,16,8.698245389108703,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4094,False,"{'a': 0.7, 'e': 0.016638294119670844}",20,14,10.929593069227717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4095,False,"{'a': 0.7, 'e': 0.01662165582555117}",25,20,9.692570588233048,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
